"operator","inout_travelling","network_type","rating","calldrop_category","latitude","longitude","state_name"
"VI","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"VI","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Outdoor","Unknown","5","Satisfactory","16.99578723","73.47784174","Maharashtra"
"Airtel","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","2G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","28.74382542","77.07652086","Delhi"
"VI","Indoor","4G","5","Satisfactory","16.99578723","73.47784174","Maharashtra"
"VI","Indoor","4G","4","Satisfactory","16.99578723","73.47784174","Maharashtra"
"Airtel","Indoor","2G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","2G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","4G","1","Call Dropped","18.44185059","73.8486766","Maharashtra"
"Airtel","Indoor","2G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Outdoor","Unknown","5","Satisfactory","-1","-1","NA"
"RJio","Outdoor","Unknown","5","Satisfactory","-1","-1","NA"
"RJio","Outdoor","Unknown","5","Satisfactory","-1","-1","NA"
"Airtel","Indoor","2G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","3G","1","Call Dropped","28.74372131","77.07612042","Delhi"
"RJio","Outdoor","4G","1","Call Dropped","28.74378693","77.07619812","Delhi"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","-1","-1","NA"
"BSNL","Indoor","3G","1","Poor Voice Quality","29.39385833","79.44102833","Uttarakhand"
"VI","Outdoor","4G","2","Poor Voice Quality","16.99578723","73.47784174","Maharashtra"
"Airtel","Indoor","4G","4","Satisfactory","14.02334938","75.91964043","Karnataka"
"Airtel","Indoor","Unknown","4","Satisfactory","14.01944744","75.89290141","Karnataka"
"VI","Indoor","4G","1","Poor Voice Quality","18.66093687","73.73289814","Maharashtra"
"Airtel","Indoor","4G","4","Satisfactory","14.02334938","75.91964043","Karnataka"
"Airtel","Indoor","Unknown","4","Satisfactory","14.01944744","75.89290141","Karnataka"
"RJio","Outdoor","Unknown","5","Satisfactory","-1","-1","NA"
"RJio","Outdoor","Unknown","5","Satisfactory","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","Unknown","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","2G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","Unknown","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","2G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","Unknown","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","Unknown","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","13.93676041","75.54818283","Karnataka"
"RJio","Outdoor","Unknown","5","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","4","Satisfactory","-1","-1","NA"
"RJio","Travelling","4G","1","Poor Voice Quality","-1","-1","NA"
"BSNL","Indoor","3G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","Unknown","5","Satisfactory","13.93683378","75.54804083","Karnataka"
"Airtel","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","2G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","2G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","2G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","3","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","3","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","2G","4","Satisfactory","12.96740447","77.70396118","Karnataka"
"VI","Indoor","Unknown","4","Satisfactory","16.77167329","73.68801136","Maharashtra"
"Airtel","Indoor","4G","3","Poor Voice Quality","18.4413286","73.8468684","Maharashtra"
"VI","Indoor","4G","5","Satisfactory","16.77167329","73.68801136","Maharashtra"
"VI","Travelling","Unknown","5","Satisfactory","19.07105483","72.99692486","Maharashtra"
"VI","Outdoor","Unknown","4","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","Unknown","3","Poor Voice Quality","18.4525101","73.8512791","Maharashtra"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","1","Poor Voice Quality","28.7436419","77.07609454","Delhi"
"RJio","Outdoor","4G","2","Call Dropped","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","16.77167329","73.68801136","Maharashtra"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Poor Voice Quality","25.13537618","75.85231749","Rajasthan"
"RJio","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"Airtel","Travelling","2G","5","Satisfactory","26.7821141","75.8245242","Rajasthan"
"RJio","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","13.0655565","77.6502764","Karnataka"
"RJio","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","12.97816657","77.70739638","Karnataka"
"Airtel","Indoor","4G","4","Satisfactory","13.00427194","77.70984025","Karnataka"
"RJio","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","4G","2","Poor Voice Quality","27.4781945","75.0861181","Rajasthan"
"RJio","Indoor","4G","1","Call Dropped","28.7436419","77.07609454","Delhi"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Outdoor","Unknown","4","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","1","Poor Voice Quality","21.17197618","72.80021543","Gujarat"
"VI","Indoor","Unknown","1","Call Dropped","-1","-1","NA"
"VI","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","Unknown","5","Satisfactory","-1","-1","NA"
"VI","Outdoor","Unknown","4","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Outdoor","Unknown","5","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","13.0655568","77.6502203","Karnataka"
"RJio","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","16.77167329","73.68801136","Maharashtra"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Indoor","4G","4","Satisfactory","16.77167329","73.68801136","Maharashtra"
"VI","Indoor","Unknown","5","Satisfactory","16.77167329","73.68801136","Maharashtra"
"VI","Indoor","4G","5","Satisfactory","16.77167329","73.68801136","Maharashtra"
"VI","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","2G","4","Satisfactory","12.93784192","77.69397434","Karnataka"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"VI","Outdoor","4G","2","Call Dropped","27.58116524","78.04401342","Uttar Pradesh"
"RJio","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Outdoor","Unknown","5","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","3","Poor Voice Quality","21.18290668","72.81437616","Gujarat"
"BSNL","Outdoor","4G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","Unknown","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","4G","1","Call Dropped","21.18290668","72.81437616","Gujarat"
"VI","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","16.87428813","73.5453574","Maharashtra"
"RJio","Outdoor","Unknown","5","Satisfactory","-1","-1","NA"
"BSNL","Indoor","3G","1","Poor Voice Quality","29.39315667","79.4408","Uttarakhand"
"BSNL","Indoor","3G","1","Poor Voice Quality","29.39315667","79.4408","Uttarakhand"
"BSNL","Indoor","3G","1","Poor Voice Quality","29.39315667","79.4408","Uttarakhand"
"RJio","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","Unknown","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","28.74380483","77.07613291","Delhi"
"RJio","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","1","Poor Voice Quality","18.9548811","72.8013727","Maharashtra"
"RJio","Indoor","Unknown","1","Poor Voice Quality","19.1604207","73.1191441","Maharashtra"
"BSNL","Travelling","Unknown","3","Satisfactory","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","22.73103828","75.88820834","Madhya Pradesh"
"RJio","Outdoor","Unknown","5","Satisfactory","-1","-1","NA"
"RJio","Outdoor","Unknown","5","Satisfactory","-1","-1","NA"
"VI","Outdoor","Unknown","2","Poor Voice Quality","17.48752373","73.51153997","Maharashtra"
"VI","Indoor","4G","3","Poor Voice Quality","17.48752373","73.51153997","Maharashtra"
"RJio","Outdoor","Unknown","5","Satisfactory","-1","-1","NA"
"RJio","Outdoor","Unknown","5","Satisfactory","-1","-1","NA"
"VI","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","4","Satisfactory","17.48752373","73.51153997","Maharashtra"
"RJio","Outdoor","4G","3","Poor Voice Quality","-1","-1","NA"
"BSNL","Indoor","Unknown","1","Poor Voice Quality","-1","-1","NA"
"BSNL","Indoor","3G","1","Poor Voice Quality","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Outdoor","3G","1","Poor Voice Quality","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"VI","Indoor","4G","4","Satisfactory","17.48752373","73.51153997","Maharashtra"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","4","Satisfactory","17.48752373","73.51153997","Maharashtra"
"VI","Indoor","Unknown","4","Satisfactory","17.48752373","73.51153997","Maharashtra"
"Airtel","Outdoor","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","Unknown","5","Satisfactory","12.99050377","77.71376177","Karnataka"
"Airtel","Indoor","4G","4","Satisfactory","13.0029948","77.7117415","Karnataka"
"VI","Indoor","Unknown","1","Call Dropped","-1","-1","NA"
"RJio","Travelling","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","Unknown","4","Satisfactory","13.0029951","77.711701","Karnataka"
"RJio","Travelling","Unknown","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","Unknown","5","Satisfactory","-1","-1","NA"
"RJio","Outdoor","Unknown","5","Satisfactory","-1","-1","NA"
"VI","Indoor","Unknown","4","Satisfactory","17.51865634","73.53242161","Maharashtra"
"RJio","Outdoor","Unknown","5","Satisfactory","-1","-1","NA"
"RJio","Outdoor","Unknown","5","Satisfactory","-1","-1","NA"
"RJio","Travelling","4G","1","Call Dropped","-1","-1","NA"
"RJio","Outdoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Outdoor","3G","1","Call Dropped","27.58117186","78.04394528","Uttar Pradesh"
"VI","Outdoor","4G","1","Call Dropped","27.58117186","78.04394528","Uttar Pradesh"
"Airtel","Indoor","4G","4","Satisfactory","13.0029897","77.7117459","Karnataka"
"VI","Outdoor","4G","1","Call Dropped","27.58117186","78.04394528","Uttar Pradesh"
"VI","Indoor","2G","5","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","1","Call Dropped","18.45209138","73.85125061","Maharashtra"
"RJio","Indoor","4G","4","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","4","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"Airtel","Travelling","Unknown","4","Satisfactory","13.00289615","77.71161023","Karnataka"
"RJio","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","Unknown","4","Satisfactory","13.0030128","77.7117597","Karnataka"
"Airtel","Indoor","4G","4","Satisfactory","13.0030124","77.7117502","Karnataka"
"Airtel","Indoor","Unknown","4","Satisfactory","13.0030031","77.7117544","Karnataka"
"Airtel","Indoor","4G","4","Satisfactory","13.0030144","77.7117059","Karnataka"
"VI","Travelling","4G","4","Satisfactory","17.51865634","73.53242161","Maharashtra"
"Airtel","Indoor","4G","4","Satisfactory","12.94276878","77.6540557","Karnataka"
"VI","Travelling","4G","5","Satisfactory","17.5305742","73.5156032","Maharashtra"
"Airtel","Indoor","Unknown","4","Satisfactory","12.94444779","77.65241642","Karnataka"
"Airtel","Indoor","4G","4","Satisfactory","12.95517899","77.65329405","Karnataka"
"VI","Indoor","Unknown","4","Satisfactory","17.51865634","73.53242161","Maharashtra"
"Airtel","Indoor","4G","4","Satisfactory","12.95526409","77.65313576","Karnataka"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","12.9549947","77.6534515","Karnataka"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","Unknown","1","Poor Voice Quality","18.45209138","73.85125061","Maharashtra"
"RJio","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","Unknown","4","Satisfactory","12.9428075","77.6539201","Karnataka"
"Airtel","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"Airtel","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"Airtel","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"Airtel","Travelling","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Outdoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Outdoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Outdoor","2G","1","Call Dropped","-1","-1","NA"
"Airtel","Outdoor","2G","2","Poor Voice Quality","-1","-1","NA"
"Airtel","Travelling","2G","1","Call Dropped","-1","-1","NA"
"Airtel","Outdoor","2G","2","Poor Voice Quality","-1","-1","NA"
"Airtel","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Outdoor","2G","2","Poor Voice Quality","-1","-1","NA"
"Airtel","Outdoor","2G","1","Call Dropped","-1","-1","NA"
"Airtel","Outdoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Outdoor","Unknown","4","Satisfactory","17.51865634","73.53242161","Maharashtra"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","Unknown","1","Call Dropped","28.74374692","77.07619135","Delhi"
"RJio","Outdoor","Unknown","5","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","12.9428426","77.6539343","Karnataka"
"BSNL","Outdoor","3G","3","Poor Voice Quality","-1","-1","NA"
"Airtel","Outdoor","2G","2","Poor Voice Quality","-1","-1","NA"
"Airtel","Outdoor","2G","2","Poor Voice Quality","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","2","Poor Voice Quality","-1","-1","NA"
"BSNL","Outdoor","3G","1","Call Dropped","-1","-1","NA"
"RJio","Outdoor","Unknown","5","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","18.4790679","74.0267038","Maharashtra"
"Airtel","Indoor","Unknown","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","Unknown","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","2G","4","Satisfactory","12.94257501","77.65393502","Karnataka"
"VI","Indoor","4G","2","Poor Voice Quality","27.59765663","78.04899162","Uttar Pradesh"
"VI","Indoor","4G","2","Poor Voice Quality","27.58110827","78.04402583","Uttar Pradesh"
"Airtel","Indoor","2G","4","Satisfactory","12.9527276","77.6527317","Karnataka"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","Unknown","4","Satisfactory","13.0029864","77.711704","Karnataka"
"RJio","Indoor","4G","2","Poor Voice Quality","22.17028333","75.84825333","Madhya Pradesh"
"Airtel","Indoor","4G","4","Satisfactory","13.0030103","77.7117487","Karnataka"
"Airtel","Indoor","4G","4","Satisfactory","13.0029846","77.7116979","Karnataka"
"BSNL","Indoor","3G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","2G","5","Satisfactory","13.00165","77.71444997","Karnataka"
"RJio","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","4","Satisfactory","17.47807563","73.53772753","Maharashtra"
"BSNL","Travelling","4G","3","Satisfactory","-1","-1","NA"
"BSNL","Travelling","4G","3","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Outdoor","4G","5","Satisfactory","17.54226035","73.5221783","Maharashtra"
"VI","Indoor","4G","5","Satisfactory","18.4790663","74.0267213","Maharashtra"
"BSNL","Outdoor","3G","4","Satisfactory","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
