"operator","inout_travelling","network_type","rating","calldrop_category","latitude","longitude","state_name"
"Airtel","Indoor","Unknown","4","Satisfactory","13.93706577","75.5483035","Karnataka"
"RJio","Outdoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Outdoor","Unknown","1","Poor Voice Quality","-1","-1","NA"
"BSNL","Indoor","3G","1","Poor Voice Quality","29.3937435","79.4399855","Uttarakhand"
"BSNL","Indoor","3G","1","Poor Voice Quality","29.3937437","79.4399859","Uttarakhand"
"BSNL","Indoor","3G","1","Poor Voice Quality","29.3937435","79.4399861","Uttarakhand"
"VI","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","4G","5","Satisfactory","10.30297637","76.22313917","Kerala"
"VI","Indoor","2G","5","Satisfactory","18.4790124","74.0266937","Maharashtra"
"Airtel","Indoor","4G","4","Satisfactory","13.9367101","75.5481778","Karnataka"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","4G","1","Poor Voice Quality","21.13638501","72.76869364","Gujarat"
"RJio","Outdoor","4G","3","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","3","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Outdoor","Unknown","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","Unknown","3","Poor Voice Quality","-1","-1","NA"
"Airtel","Outdoor","Unknown","3","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","Unknown","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","Unknown","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","Unknown","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","Unknown","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Outdoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Outdoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"Airtel","Outdoor","Unknown","5","Satisfactory","-1","-1","NA"
"Airtel","Outdoor","2G","5","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","4","Satisfactory","18.5197349","73.8561837","Maharashtra"
"RJio","Indoor","4G","5","Satisfactory","26.88911428","75.82222737","Rajasthan"
"RJio","Outdoor","4G","3","Satisfactory","22.06531","74.66849167","Madhya Pradesh"
"RJio","Indoor","4G","3","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","1","Poor Voice Quality","28.62480804","77.059124","Delhi"
"VI","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Travelling","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","2","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"BSNL","Outdoor","2G","1","Poor Voice Quality","-1","-1","NA"
"VI","Outdoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Outdoor","Unknown","4","Satisfactory","21.12285075","79.06790242","Maharashtra"
"VI","Indoor","Unknown","5","Satisfactory","21.12285075","79.06790242","Maharashtra"
"VI","Indoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","Unknown","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Outdoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Outdoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Indoor","Unknown","4","Satisfactory","20.92998428","78.97059049","Maharashtra"
"VI","Indoor","Unknown","4","Satisfactory","20.92998428","78.97059049","Maharashtra"
"VI","Indoor","Unknown","4","Satisfactory","20.92998428","78.97059049","Maharashtra"
"Airtel","Travelling","4G","3","Satisfactory","-1","-1","NA"
"Airtel","Travelling","4G","2","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Indoor","Unknown","4","Satisfactory","20.92998428","78.97059049","Maharashtra"
"VI","Outdoor","Unknown","3","Poor Voice Quality","20.92998428","78.97059049","Maharashtra"
"RJio","Travelling","4G","3","Satisfactory","-1","-1","NA"
"RJio","Travelling","4G","3","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","3","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Travelling","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Outdoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","3","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","3","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","1","Poor Voice Quality","26.092995","87.92988833","Bihar"
"Airtel","Indoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Outdoor","4G","4","Satisfactory","-1","-1","NA"
"RJio","Indoor","Unknown","3","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","Unknown","3","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","Unknown","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","Unknown","4","Satisfactory","13.93664396","75.54828573","Karnataka"
"Airtel","Indoor","Unknown","4","Satisfactory","13.93666038","75.54825334","Karnataka"
"VI","Indoor","4G","1","Poor Voice Quality","23.0312347","72.614932","Gujarat"
"RJio","Indoor","4G","1","Call Dropped","18.4883926","73.7878595","Maharashtra"
"VI","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","Unknown","5","Satisfactory","13.93666434","75.54826957","Karnataka"
"RJio","Indoor","Unknown","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","Unknown","4","Satisfactory","21.1087986","79.06964914","Maharashtra"
"VI","Indoor","4G","4","Satisfactory","21.1087986","79.06964914","Maharashtra"
"VI","Outdoor","4G","5","Satisfactory","24.44526047","81.28148971","Madhya Pradesh"
"Airtel","Indoor","Unknown","4","Satisfactory","13.93667437","75.54826439","Karnataka"
"VI","Indoor","4G","5","Satisfactory","23.16258056","77.44681547","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.16388717","77.44577277","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.16388717","77.44577277","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.2307878","77.43488383","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.2307878","77.43488383","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.2307878","77.43488383","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.2307878","77.43488383","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.2307878","77.43488383","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.2307878","77.43488383","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.2307878","77.43488383","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.2307878","77.43488383","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.2307878","77.43488383","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.2307878","77.43488383","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.23050356","77.43455878","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.17842114","77.43457873","Madhya Pradesh"
"VI","Outdoor","Unknown","1","Call Dropped","21.1087986","79.06964914","Maharashtra"
"VI","Indoor","Unknown","4","Satisfactory","21.1087986","79.06964914","Maharashtra"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Indoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","13.93667437","75.54826439","Karnataka"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","4G","3","Poor Voice Quality","18.45062158","73.85132933","Maharashtra"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"BSNL","Indoor","3G","3","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","2G","5","Satisfactory","18.47853372","74.02997565","Maharashtra"
"Airtel","Indoor","Unknown","4","Satisfactory","10.3028732","76.22303159","Kerala"
"RJio","Outdoor","4G","3","Poor Voice Quality","22.06441667","74.706325","Madhya Pradesh"
"RJio","Indoor","4G","3","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","3","Satisfactory","-1","-1","NA"
"Airtel","Travelling","Unknown","5","Satisfactory","13.93680225","75.5480764","Karnataka"
"VI","Indoor","4G","4","Satisfactory","18.51974078","73.8562083","Maharashtra"
"Airtel","Indoor","Unknown","1","Poor Voice Quality","21.14110591","72.76518562","Gujarat"
"BSNL","Indoor","3G","1","Poor Voice Quality","29.393755","79.440145","Uttarakhand"
"BSNL","Indoor","3G","2","Poor Voice Quality","29.39357167","79.44117833","Uttarakhand"
"BSNL","Travelling","Unknown","4","Satisfactory","-1","-1","NA"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"RJio","Travelling","4G","5","Satisfactory","19.06256259","72.91565809","Maharashtra"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Indoor","4G","4","Satisfactory","18.51974078","73.8562083","Maharashtra"
"RJio","Indoor","Unknown","1","Poor Voice Quality","26.72291404","83.39515617","Uttar Pradesh"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","Unknown","4","Satisfactory","21.12312589","79.06788141","Maharashtra"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","3","Satisfactory","-1","-1","NA"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","3","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","3","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","23.1637886","77.44609706","Madhya Pradesh"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Indoor","Unknown","4","Satisfactory","13.93669609","75.54815046","Karnataka"
"VI","Travelling","4G","3","Satisfactory","-1","-1","NA"
"VI","Indoor","Unknown","4","Satisfactory","21.12971269","79.06796359","Maharashtra"
"VI","Indoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","Unknown","4","Satisfactory","13.93670733","75.54790348","Karnataka"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","3","Poor Voice Quality","21.14073269","79.06056173","Maharashtra"
"BSNL","Outdoor","3G","1","Poor Voice Quality","12.928189","77.6202185","Karnataka"
"BSNL","Outdoor","3G","1","Poor Voice Quality","12.928189","77.6202185","Karnataka"
"BSNL","Outdoor","3G","1","Poor Voice Quality","-1","-1","NA"
"BSNL","Outdoor","2G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","Unknown","4","Satisfactory","21.14073269","79.06056173","Maharashtra"
"VI","Outdoor","3G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","18.47265433","73.97928345","Maharashtra"
"VI","Indoor","Unknown","4","Satisfactory","20.93043579","78.97066091","Maharashtra"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","4","Satisfactory","-1","-1","NA"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","2","Poor Voice Quality","18.4883898","73.7878594","Maharashtra"
"RJio","Indoor","4G","5","Satisfactory","19.0715039","72.99681718","Maharashtra"
"RJio","Indoor","Unknown","5","Satisfactory","19.0680042","73.00535747","Maharashtra"
"RJio","Outdoor","Unknown","5","Satisfactory","19.064947","73.00205486","Maharashtra"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","3","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","3","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","3","Satisfactory","-1","-1","NA"
"BSNL","Indoor","3G","1","Poor Voice Quality","29.39385667","79.44088667","Uttarakhand"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"Airtel","Indoor","Unknown","4","Satisfactory","13.9368452","75.548236","Karnataka"
"RJio","Indoor","4G","4","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Indoor","2G","5","Satisfactory","18.4790148","74.0266997","Maharashtra"
"RJio","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","24.21886247","88.55109718","West Bengal"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","24.21886247","88.55109718","West Bengal"
"VI","Outdoor","4G","4","Satisfactory","18.5192591","73.8563855","Maharashtra"
"VI","Outdoor","4G","4","Satisfactory","18.51974078","73.8562083","Maharashtra"
"VI","Outdoor","4G","4","Satisfactory","18.51974078","73.8562083","Maharashtra"
"VI","Indoor","Unknown","4","Satisfactory","20.93043579","78.97066091","Maharashtra"
"VI","Outdoor","4G","4","Satisfactory","18.51974078","73.8562083","Maharashtra"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","24.21886247","88.55109718","West Bengal"
"VI","Outdoor","4G","4","Satisfactory","18.51974078","73.8562083","Maharashtra"
"VI","Outdoor","4G","4","Satisfactory","18.51974078","73.8562083","Maharashtra"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Indoor","Unknown","4","Satisfactory","21.14061885","79.06081271","Maharashtra"
"Airtel","Indoor","Unknown","4","Satisfactory","13.9381959","75.5458326","Karnataka"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"Airtel","Indoor","2G","4","Satisfactory","13.93663302","75.54806419","Karnataka"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","Unknown","4","Satisfactory","21.14061885","79.06081271","Maharashtra"
"VI","Indoor","4G","4","Satisfactory","21.14061885","79.06081271","Maharashtra"
"RJio","Indoor","4G","3","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Outdoor","3G","1","Call Dropped","12.9254","77.61877167","Karnataka"
"BSNL","Outdoor","3G","1","Call Dropped","12.9254","77.61877167","Karnataka"
"VI","Outdoor","3G","1","Poor Voice Quality","-1","-1","NA"
"BSNL","Outdoor","3G","1","Call Dropped","-1","-1","NA"
"Airtel","Outdoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Poor Voice Quality","28.67204728","77.16500203","Delhi"
"Airtel","Outdoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Outdoor","3G","1","Call Dropped","-1","-1","NA"
"VI","Travelling","Unknown","4","Satisfactory","21.14061885","79.06081271","Maharashtra"
"VI","Indoor","Unknown","4","Satisfactory","21.14061885","79.06081271","Maharashtra"
"BSNL","Indoor","3G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"BSNL","Indoor","4G","1","Call Dropped","17.4368121","78.4831536","Telangana"
"Airtel","Travelling","4G","5","Satisfactory","-1","-1","NA"
"Airtel","Travelling","Unknown","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","Unknown","2","Poor Voice Quality","19.1164091","72.9425593","Maharashtra"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","Unknown","3","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","23.1638645","77.44609228","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.1638645","77.44609228","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.16308959","77.44649897","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.16308959","77.44649897","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.16377762","77.44522618","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.1638357","77.4461049","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.1637091","77.44577914","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.16374363","77.44637794","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.16374363","77.44637794","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.16374363","77.44637794","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.16374363","77.44637794","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.16374363","77.44637794","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.1637886","77.44609706","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.1637886","77.44609706","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.1637886","77.44609706","Madhya Pradesh"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","3","Satisfactory","-1","-1","NA"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"VI","Outdoor","4G","1","Call Dropped","18.04287137","74.01650335","Maharashtra"
"RJio","Indoor","Unknown","5","Satisfactory","24.21886284","88.55112777","West Bengal"
"Airtel","Indoor","4G","3","Satisfactory","-1","-1","NA"
"RJio","Indoor","Unknown","5","Satisfactory","24.21886284","88.55112777","West Bengal"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Outdoor","4G","4","Satisfactory","21.10736479","79.11982194","Maharashtra"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","3","Satisfactory","22.0578715","74.9104641","Madhya Pradesh"
"RJio","Outdoor","4G","3","Satisfactory","22.08311167","74.887885","Madhya Pradesh"
"RJio","Outdoor","4G","3","Satisfactory","22.08301167","74.88790833","Madhya Pradesh"
"RJio","Outdoor","4G","3","Satisfactory","-1","-1","NA"
"BSNL","Indoor","3G","5","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"Airtel","Outdoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","Unknown","4","Satisfactory","13.93667031","75.54836967","Karnataka"
"VI","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","4G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","4G","5","Satisfactory","10.3029796","76.2231123","Kerala"
"RJio","Outdoor","4G","4","Satisfactory","17.92290871","73.70085121","Maharashtra"
"RJio","Indoor","4G","4","Satisfactory","17.92290871","73.70085121","Maharashtra"
