operator,inout_travelling,network_type,rating,calldrop_category,latitude,longitude,state_name,month,year
Airtel,Indoor,4G,2,Poor Voice Quality,-1.0,-1.0,,February,2022
Airtel,Indoor,4G,2,Poor Voice Quality,-1.0,-1.0,,February,2022
Airtel,Indoor,4G,3,Poor Voice Quality,17.67713167,73.99157833,Maharashtra,February,2022
VI,Indoor,4G,1,Call Dropped,-1.0,-1.0,,February,2022
VI,Outdoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Outdoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Travelling,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
Airtel,Indoor,,4,Satisfactory,14.0231833,75.91665886,Karnataka,February,2022
BSNL,Indoor,3G,1,Call Dropped,-1.0,-1.0,,February,2022
BSNL,Indoor,3G,1,Call Dropped,-1.0,-1.0,,February,2022
BSNL,Indoor,3G,4,Satisfactory,-1.0,-1.0,,February,2022
RJio,Outdoor,4G,3,Satisfactory,-1.0,-1.0,,February,2022
BSNL,Indoor,3G,4,Satisfactory,-1.0,-1.0,,February,2022
BSNL,Indoor,3G,4,Satisfactory,-1.0,-1.0,,February,2022
BSNL,Indoor,3G,4,Satisfactory,-1.0,-1.0,,February,2022
VI,Outdoor,2G,5,Satisfactory,18.47899733,74.02652347,Maharashtra,February,2022
RJio,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
RJio,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
VI,Indoor,,4,Satisfactory,21.12308676,79.0679383,Maharashtra,February,2022
VI,Indoor,4G,4,Satisfactory,-1.0,-1.0,,February,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
VI,Travelling,4G,5,Satisfactory,22.07385,82.14184,Chhattisgarh,February,2022
BSNL,Indoor,2G,4,Satisfactory,-1.0,-1.0,,February,2022
VI,Indoor,4G,5,Satisfactory,23.1638425,77.4461849,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,23.1638425,77.4461849,Madhya Pradesh,February,2022
BSNL,Indoor,3G,1,Poor Voice Quality,29.3937497,79.4399979,Uttarakhand,February,2022
RJio,Outdoor,4G,1,Call Dropped,-1.0,-1.0,,February,2022
VI,Outdoor,2G,1,Call Dropped,-1.0,-1.0,,February,2022
VI,Indoor,4G,5,Satisfactory,23.16374016,77.44612346,Madhya Pradesh,February,2022
Airtel,Indoor,4G,3,Satisfactory,-1.0,-1.0,,February,2022
VI,Indoor,4G,5,Satisfactory,23.16383671,77.44596303,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,23.16374016,77.44612346,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,23.16374016,77.44612346,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,23.16374016,77.44612346,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,23.16374858,77.44571669,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,23.16374858,77.44571669,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,23.16374858,77.44571669,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,23.16374858,77.44571669,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,23.16381094,77.44569951,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,23.16381094,77.44569951,Madhya Pradesh,February,2022
VI,Indoor,,1,Poor Voice Quality,21.13888217,79.06289513,Maharashtra,February,2022
VI,Indoor,4G,5,Satisfactory,23.16383671,77.44596303,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,23.16383671,77.44596303,Madhya Pradesh,February,2022
VI,Outdoor,,4,Satisfactory,21.13888217,79.06289513,Maharashtra,February,2022
RJio,Outdoor,4G,3,Satisfactory,-1.0,-1.0,,February,2022
VI,Indoor,2G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
RJio,Outdoor,4G,3,Satisfactory,22.09260833,75.01732667,Madhya Pradesh,February,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
VI,Indoor,4G,1,Call Dropped,-1.0,-1.0,,February,2022
VI,Indoor,4G,1,Call Dropped,-1.0,-1.0,,February,2022
RJio,Indoor,4G,3,Satisfactory,-1.0,-1.0,,February,2022
RJio,Outdoor,4G,3,Satisfactory,-1.0,-1.0,,February,2022
RJio,Outdoor,4G,3,Satisfactory,22.09408167,75.040365,Madhya Pradesh,February,2022
RJio,Outdoor,4G,3,Satisfactory,22.09411167,75.04036833,Madhya Pradesh,February,2022
RJio,Outdoor,4G,3,Satisfactory,22.09405833,75.040375,Madhya Pradesh,February,2022
RJio,Outdoor,4G,1,Call Dropped,-1.0,-1.0,,February,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
RJio,Indoor,4G,1,Call Dropped,-1.0,-1.0,,February,2022
RJio,Outdoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
RJio,Indoor,4G,3,Satisfactory,-1.0,-1.0,,February,2022
VI,Travelling,4G,3,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Travelling,4G,1,Call Dropped,-1.0,-1.0,,February,2022
VI,Travelling,4G,3,Poor Voice Quality,29.58169425,74.32639587,Rajasthan,February,2022
VI,Travelling,4G,3,Poor Voice Quality,-1.0,-1.0,,February,2022
RJio,Travelling,,4,Satisfactory,-1.0,-1.0,,February,2022
VI,Indoor,,4,Satisfactory,21.13890256,79.06291129,Maharashtra,February,2022
RJio,Indoor,4G,4,Satisfactory,-1.0,-1.0,,February,2022
RJio,Indoor,4G,4,Satisfactory,-1.0,-1.0,,February,2022
RJio,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
RJio,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
Airtel,Indoor,,4,Satisfactory,13.93884406,75.54085167,Karnataka,February,2022
Airtel,Indoor,4G,4,Satisfactory,13.93592271,75.5391551,Karnataka,February,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
VI,Indoor,4G,5,Satisfactory,28.71928375,77.16479421,Delhi,February,2022
BSNL,Indoor,3G,4,Satisfactory,-1.0,-1.0,,February,2022
RJio,Outdoor,4G,1,Call Dropped,-1.0,-1.0,,February,2022
Airtel,Indoor,4G,3,Satisfactory,-1.0,-1.0,,February,2022
Airtel,Indoor,4G,3,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Outdoor,3G,1,Call Dropped,-1.0,-1.0,,February,2022
BSNL,Outdoor,3G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
BSNL,Outdoor,3G,1,Call Dropped,-1.0,-1.0,,February,2022
BSNL,Outdoor,3G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
BSNL,Outdoor,3G,1,Call Dropped,-1.0,-1.0,,February,2022
VI,Indoor,4G,5,Satisfactory,23.16370587,77.44621499,Madhya Pradesh,February,2022
VI,Indoor,,5,Satisfactory,21.14200651,79.05326522,Maharashtra,February,2022
Airtel,Indoor,4G,4,Satisfactory,13.93679922,75.54801071,Karnataka,February,2022
BSNL,Indoor,3G,1,Poor Voice Quality,29.39314667,79.44085667,Uttarakhand,February,2022
BSNL,Indoor,3G,1,Poor Voice Quality,29.39314667,79.44085667,Uttarakhand,February,2022
VI,Indoor,,4,Satisfactory,19.99449947,73.78766329,Maharashtra,February,2022
VI,Outdoor,4G,4,Satisfactory,19.99449947,73.78766329,Maharashtra,February,2022
VI,Outdoor,4G,2,Poor Voice Quality,19.99449947,73.78766329,Maharashtra,February,2022
VI,Outdoor,,4,Satisfactory,19.99449947,73.78766329,Maharashtra,February,2022
Airtel,Indoor,,4,Satisfactory,13.93664146,75.54820105,Karnataka,February,2022
RJio,Indoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
VI,Indoor,,4,Satisfactory,21.14837506,79.05069941,Maharashtra,February,2022
RJio,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
VI,Indoor,4G,5,Satisfactory,23.1637301,77.44585298,Madhya Pradesh,February,2022
RJio,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
RJio,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
VI,Indoor,4G,5,Satisfactory,23.1637301,77.44585298,Madhya Pradesh,February,2022
RJio,Indoor,4G,3,Satisfactory,-1.0,-1.0,,February,2022
RJio,Indoor,4G,3,Satisfactory,-1.0,-1.0,,February,2022
Airtel,Indoor,4G,3,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Indoor,4G,5,Satisfactory,23.1637301,77.44585298,Madhya Pradesh,February,2022
VI,Indoor,2G,5,Satisfactory,18.4790196,74.0266979,Maharashtra,February,2022
RJio,Indoor,4G,5,Satisfactory,24.21899314,88.55115124,West Bengal,February,2022
Airtel,Outdoor,4G,1,Call Dropped,-1.0,-1.0,,February,2022
VI,Indoor,4G,1,Call Dropped,-1.0,-1.0,,February,2022
VI,Indoor,4G,1,Call Dropped,-1.0,-1.0,,February,2022
VI,Indoor,4G,1,Call Dropped,-1.0,-1.0,,February,2022
RJio,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
RJio,Indoor,4G,5,Satisfactory,24.21899314,88.55115124,West Bengal,February,2022
VI,Indoor,4G,5,Satisfactory,18.4790433,74.0265119,Maharashtra,February,2022
RJio,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
Airtel,Indoor,4G,3,Poor Voice Quality,-1.0,-1.0,,February,2022
Airtel,Indoor,4G,3,Poor Voice Quality,-1.0,-1.0,,February,2022
RJio,Outdoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Indoor,4G,3,Poor Voice Quality,21.1233242,79.0680608,Maharashtra,February,2022
Airtel,Indoor,,4,Satisfactory,13.93667217,75.54819376,Karnataka,February,2022
VI,Indoor,4G,4,Satisfactory,21.1232752,79.068151,Maharashtra,February,2022
VI,Indoor,,4,Satisfactory,21.1232752,79.068151,Maharashtra,February,2022
VI,Outdoor,2G,5,Satisfactory,18.479227,74.026869,Maharashtra,February,2022
RJio,Indoor,4G,5,Satisfactory,24.21899314,88.55115124,West Bengal,February,2022
VI,Indoor,2G,5,Satisfactory,18.4789869,74.0268589,Maharashtra,February,2022
VI,Indoor,4G,5,Satisfactory,23.16389254,77.44653049,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,23.16389254,77.44653049,Madhya Pradesh,February,2022
Airtel,Indoor,,2,Poor Voice Quality,-1.0,-1.0,,February,2022
RJio,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
BSNL,Indoor,,1,Call Dropped,-1.0,-1.0,,February,2022
VI,Outdoor,4G,3,Poor Voice Quality,21.1232149,79.0679108,Maharashtra,February,2022
BSNL,Travelling,2G,1,Call Dropped,-1.0,-1.0,,February,2022
BSNL,Indoor,3G,4,Satisfactory,-1.0,-1.0,,February,2022
RJio,Indoor,,2,Poor Voice Quality,-1.0,-1.0,,February,2022
RJio,Indoor,,1,Call Dropped,-1.0,-1.0,,February,2022
RJio,Indoor,2G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
RJio,Indoor,,1,Call Dropped,-1.0,-1.0,,February,2022
RJio,Outdoor,4G,3,Satisfactory,-1.0,-1.0,,February,2022
VI,Outdoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Indoor,4G,1,Call Dropped,-1.0,-1.0,,February,2022
VI,Outdoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
RJio,Indoor,4G,3,Satisfactory,-1.0,-1.0,,February,2022
RJio,Indoor,4G,3,Satisfactory,-1.0,-1.0,,February,2022
RJio,Indoor,4G,3,Satisfactory,-1.0,-1.0,,February,2022
RJio,Indoor,4G,5,Satisfactory,24.21899314,88.55115124,West Bengal,February,2022
BSNL,Outdoor,3G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
RJio,Indoor,4G,3,Satisfactory,-1.0,-1.0,,February,2022
BSNL,Outdoor,2G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
RJio,Indoor,4G,3,Satisfactory,-1.0,-1.0,,February,2022
RJio,Indoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
RJio,Travelling,4G,1,Call Dropped,19.99449947,73.78766329,Maharashtra,February,2022
BSNL,Indoor,3G,4,Satisfactory,-1.0,-1.0,,February,2022
BSNL,Indoor,3G,1,Poor Voice Quality,29.39365333,79.44012,Uttarakhand,February,2022
BSNL,Indoor,3G,4,Satisfactory,-1.0,-1.0,,February,2022
BSNL,Indoor,3G,4,Satisfactory,-1.0,-1.0,,February,2022
VI,Indoor,4G,5,Satisfactory,23.16380256,77.44621751,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,23.16380256,77.44621751,Madhya Pradesh,February,2022
VI,Indoor,,4,Satisfactory,21.14260278,79.05876471,Maharashtra,February,2022
VI,Indoor,4G,5,Satisfactory,23.16380256,77.44621751,Madhya Pradesh,February,2022
RJio,Outdoor,4G,4,Satisfactory,19.2227307,72.8611326,Maharashtra,February,2022
RJio,Outdoor,4G,4,Satisfactory,19.99449947,73.78766329,Maharashtra,February,2022
RJio,Outdoor,4G,4,Satisfactory,19.99449947,73.78766329,Maharashtra,February,2022
RJio,Indoor,4G,4,Satisfactory,-1.0,-1.0,,February,2022
RJio,Outdoor,4G,1,Call Dropped,19.99449947,73.78766329,Maharashtra,February,2022
RJio,Outdoor,4G,2,Poor Voice Quality,19.99449947,73.78766329,Maharashtra,February,2022
RJio,Outdoor,4G,4,Satisfactory,19.99449947,73.78766329,Maharashtra,February,2022
Airtel,Indoor,4G,1,Poor Voice Quality,26.12413993,91.75021598,Assam,February,2022
VI,Indoor,4G,1,Call Dropped,-1.0,-1.0,,February,2022
VI,Indoor,4G,1,Call Dropped,-1.0,-1.0,,February,2022
BSNL,Outdoor,3G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Indoor,4G,5,Satisfactory,23.16359213,77.44599178,Madhya Pradesh,February,2022
RJio,Travelling,4G,4,Satisfactory,19.99449947,73.78766329,Maharashtra,February,2022
RJio,Indoor,4G,1,Poor Voice Quality,26.75846965,82.14561098,Uttar Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,23.16359213,77.44599178,Madhya Pradesh,February,2022
RJio,Outdoor,,4,Satisfactory,19.99449947,73.78766329,Maharashtra,February,2022
VI,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
RJio,Outdoor,4G,4,Satisfactory,19.99449947,73.78766329,Maharashtra,February,2022
RJio,Outdoor,4G,4,Satisfactory,19.99449947,73.78766329,Maharashtra,February,2022
RJio,Outdoor,4G,1,Call Dropped,19.99449947,73.78766329,Maharashtra,February,2022
RJio,Outdoor,4G,4,Satisfactory,19.99449947,73.78766329,Maharashtra,February,2022
RJio,Outdoor,4G,4,Satisfactory,19.99449947,73.78766329,Maharashtra,February,2022
RJio,Outdoor,4G,1,Call Dropped,19.99449947,73.78766329,Maharashtra,February,2022
RJio,Outdoor,4G,4,Satisfactory,19.99449947,73.78766329,Maharashtra,February,2022
RJio,Indoor,4G,1,Poor Voice Quality,19.99449947,73.78766329,Maharashtra,February,2022
Airtel,Indoor,,4,Satisfactory,13.936804,75.5480939,Karnataka,February,2022
RJio,Outdoor,4G,4,Satisfactory,19.2223681,72.8611532,Maharashtra,February,2022
VI,Indoor,4G,5,Satisfactory,23.16359213,77.44599178,Madhya Pradesh,February,2022
RJio,Outdoor,4G,2,Poor Voice Quality,19.99449947,73.78766329,Maharashtra,February,2022
Airtel,Indoor,,4,Satisfactory,13.9367053,75.54818975,Karnataka,February,2022
Airtel,Indoor,,5,Satisfactory,13.9367053,75.54818975,Karnataka,February,2022
Airtel,Indoor,4G,4,Satisfactory,13.9367053,75.54818975,Karnataka,February,2022
RJio,Outdoor,4G,3,Satisfactory,-1.0,-1.0,,February,2022
RJio,Indoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
RJio,Outdoor,4G,3,Satisfactory,-1.0,-1.0,,February,2022
Airtel,Indoor,,2,Poor Voice Quality,21.13828201,72.76580118,Gujarat,February,2022
RJio,Outdoor,4G,4,Satisfactory,19.2232871,72.8615352,Maharashtra,February,2022
RJio,Indoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
RJio,Indoor,4G,5,Satisfactory,19.07069332,72.99746799,Maharashtra,February,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
RJio,Outdoor,4G,3,Satisfactory,-1.0,-1.0,,February,2022
Airtel,Indoor,,5,Satisfactory,13.9367802,75.5481117,Karnataka,February,2022
RJio,Outdoor,4G,4,Satisfactory,19.2229881,72.8613417,Maharashtra,February,2022
RJio,Outdoor,4G,4,Satisfactory,19.2232249,72.8613991,Maharashtra,February,2022
BSNL,Indoor,,4,Satisfactory,-1.0,-1.0,,February,2022
BSNL,Travelling,2G,3,Poor Voice Quality,-1.0,-1.0,,February,2022
BSNL,Indoor,2G,4,Satisfactory,-1.0,-1.0,,February,2022
BSNL,Travelling,3G,3,Call Dropped,-1.0,-1.0,,February,2022
BSNL,Travelling,,3,Poor Voice Quality,-1.0,-1.0,,February,2022
BSNL,Indoor,3G,4,Satisfactory,-1.0,-1.0,,February,2022
RJio,Outdoor,4G,4,Satisfactory,19.99449947,73.78766329,Maharashtra,February,2022
RJio,Outdoor,,3,Poor Voice Quality,19.99449947,73.78766329,Maharashtra,February,2022
RJio,Outdoor,,4,Satisfactory,19.2227634,72.8613007,Maharashtra,February,2022
RJio,Indoor,4G,3,Satisfactory,-1.0,-1.0,,February,2022
RJio,Indoor,4G,3,Satisfactory,-1.0,-1.0,,February,2022
VI,Indoor,4G,5,Satisfactory,26.23648104,78.16727319,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,26.23648104,78.16727319,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,26.23843346,78.16566279,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,26.23829333,78.16559595,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,26.23829333,78.16559595,Madhya Pradesh,February,2022
Airtel,Indoor,4G,5,Satisfactory,26.23833748,78.16543988,Madhya Pradesh,February,2022
RJio,Indoor,4G,3,Satisfactory,-1.0,-1.0,,February,2022
BSNL,Outdoor,3G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
BSNL,Outdoor,3G,1,Call Dropped,-1.0,-1.0,,February,2022
VI,Outdoor,2G,1,Call Dropped,-1.0,-1.0,,February,2022
Airtel,Outdoor,4G,2,Poor Voice Quality,-1.0,-1.0,,February,2022
Airtel,Indoor,4G,1,Call Dropped,10.61846847,76.11473719,Kerala,February,2022
VI,Outdoor,,4,Satisfactory,21.13964016,78.93891401,Maharashtra,February,2022
VI,Indoor,4G,5,Satisfactory,26.23833748,78.16543988,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,26.23833748,78.16543988,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,26.23833748,78.16543988,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,26.23840525,78.16564512,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,26.23840525,78.16564512,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,26.2384535,78.16569896,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,26.23659256,78.16658,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,26.23659256,78.16658,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,26.23659256,78.16658,Madhya Pradesh,February,2022
Airtel,Indoor,4G,5,Satisfactory,26.23817691,78.16589152,Madhya Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,26.23817691,78.16589152,Madhya Pradesh,February,2022
VI,Indoor,,4,Satisfactory,21.1232567,79.0679114,Maharashtra,February,2022
VI,Indoor,2G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Outdoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
Airtel,Indoor,4G,1,Call Dropped,13.75201021,79.69980437,Andhra Pradesh,February,2022
VI,Indoor,4G,5,Satisfactory,18.4790235,74.0266922,Maharashtra,February,2022
RJio,Outdoor,4G,4,Satisfactory,-1.0,-1.0,,February,2022
Airtel,Indoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
RJio,Outdoor,4G,4,Satisfactory,19.99449947,73.78766329,Maharashtra,February,2022
RJio,Outdoor,4G,4,Satisfactory,19.99449947,73.78766329,Maharashtra,February,2022
VI,Indoor,4G,5,Satisfactory,18.47881791,74.02660646,Maharashtra,February,2022
BSNL,Indoor,3G,4,Satisfactory,-1.0,-1.0,,February,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
RJio,Outdoor,4G,4,Satisfactory,19.99449947,73.78766329,Maharashtra,February,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
RJio,Indoor,4G,5,Satisfactory,24.2228096,88.5494908,West Bengal,February,2022
Airtel,Travelling,,3,Satisfactory,21.16080641,72.7727245,Gujarat,February,2022
RJio,Outdoor,4G,4,Satisfactory,19.2243707,72.861018,Maharashtra,February,2022
RJio,Outdoor,4G,4,Satisfactory,19.99449947,73.78766329,Maharashtra,February,2022
RJio,Outdoor,4G,4,Satisfactory,19.99449947,73.78766329,Maharashtra,February,2022
RJio,Outdoor,4G,4,Satisfactory,19.99449947,73.78766329,Maharashtra,February,2022
RJio,Outdoor,4G,4,Satisfactory,19.99449947,73.78766329,Maharashtra,February,2022
BSNL,Indoor,2G,5,Satisfactory,25.7853316,87.523047,Bihar,February,2022
RJio,Indoor,4G,1,Call Dropped,25.663183,94.0929824,Nagaland,February,2022
RJio,Indoor,4G,1,Call Dropped,25.6631689,94.0929999,Nagaland,February,2022
RJio,Outdoor,4G,4,Satisfactory,19.2245983,72.8608581,Maharashtra,February,2022
BSNL,Indoor,2G,5,Satisfactory,25.7853272,87.5230478,Bihar,February,2022
RJio,Indoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
Airtel,Indoor,,4,Satisfactory,13.9366809,75.54812839,Karnataka,February,2022
RJio,Indoor,4G,1,Call Dropped,25.6631689,94.0929999,Nagaland,February,2022
RJio,Outdoor,4G,3,Satisfactory,-1.0,-1.0,,February,2022
VI,Indoor,4G,1,Call Dropped,-1.0,-1.0,,February,2022
RJio,Outdoor,4G,3,Satisfactory,-1.0,-1.0,,February,2022
RJio,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
Airtel,Indoor,4G,4,Satisfactory,13.9366809,75.54812839,Karnataka,February,2022
VI,Travelling,,4,Satisfactory,-1.0,-1.0,,February,2022
VI,Indoor,4G,1,Call Dropped,-1.0,-1.0,,February,2022
VI,Outdoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
Airtel,Indoor,4G,4,Satisfactory,13.93797357,75.54473593,Karnataka,February,2022
Airtel,Outdoor,4G,1,Call Dropped,10.5103571,76.211345,Kerala,February,2022
VI,Outdoor,,4,Satisfactory,21.11306575,79.04588428,Maharashtra,February,2022
Airtel,Indoor,4G,2,Poor Voice Quality,-1.0,-1.0,,February,2022
Airtel,Indoor,4G,3,Poor Voice Quality,-1.0,-1.0,,February,2022
BSNL,Outdoor,3G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
BSNL,Outdoor,3G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
BSNL,Outdoor,3G,1,Call Dropped,-1.0,-1.0,,February,2022
BSNL,Outdoor,3G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
BSNL,Outdoor,3G,1,Call Dropped,-1.0,-1.0,,February,2022
BSNL,Outdoor,3G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
BSNL,Outdoor,3G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
BSNL,Outdoor,3G,1,Call Dropped,-1.0,-1.0,,February,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
Airtel,Indoor,4G,1,Call Dropped,-1.0,-1.0,,February,2022
BSNL,Outdoor,3G,1,Call Dropped,20.4978157,79.3807627,Maharashtra,February,2022
RJio,Travelling,,4,Satisfactory,18.7119663,73.6522636,Maharashtra,February,2022
RJio,Travelling,4G,2,Poor Voice Quality,18.46636268,73.87659668,Maharashtra,February,2022
RJio,Outdoor,4G,4,Satisfactory,18.461102,73.8321411,Maharashtra,February,2022
RJio,Outdoor,4G,4,Satisfactory,18.4611751,73.832231,Maharashtra,February,2022
RJio,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
VI,Indoor,2G,5,Satisfactory,18.4790219,74.0267002,Maharashtra,February,2022
RJio,Indoor,4G,5,Satisfactory,24.09732529,88.27054524,West Bengal,February,2022
RJio,Indoor,4G,5,Satisfactory,24.09732529,88.27054524,West Bengal,February,2022
VI,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Outdoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Outdoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
VI,Indoor,4G,5,Satisfactory,23.163792,77.446149,Madhya Pradesh,February,2022
RJio,Indoor,4G,1,Call Dropped,18.4883917,73.7878797,Maharashtra,February,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,February,2022
BSNL,Outdoor,2G,1,Call Dropped,-1.0,-1.0,,February,2022
BSNL,Outdoor,3G,1,Call Dropped,-1.0,-1.0,,February,2022
BSNL,Outdoor,3G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
BSNL,Outdoor,3G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
BSNL,Outdoor,3G,1,Poor Voice Quality,-1.0,-1.0,,February,2022
BSNL,Outdoor,3G,1,Call Dropped,-1.0,-1.0,,February,2022
BSNL,Outdoor,3G,1,Call Dropped,-1.0,-1.0,,February,2022
Airtel,Indoor,4G,4,Satisfactory,-1.0,-1.0,,February,2022
